Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Germany,DEU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.149579025919,17.8080564787948,17.4251209663774,17.0534186624295,16.7455957407135,16.5542983749923,16.4673340240739,16.4178840311706,16.3766553966518,16.3143551208868,16.201690204245,15.7161711583543,13.9078592571706,13.6633968189434,12.2822480920893,12.8253525089793,11.7806958987308,11.8978451129639,11.6526030992972,10.6378495266542,10.2876894329414,..,..,..,..
Germany,DEU,"Plant species (higher), threatened",EN.HPT.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,..,..,..,51,..,..
Germany,DEU,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..,12,..,..
Germany,DEU,"Fish species, threatened",EN.FSH.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,34,..,..
Germany,DEU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,10.5993032021746,10.7525841705381,10.546202837135,10.6369632865784,10.4632650583049,10.2067903422435,10.3846207212787,10.0478127320359,10.1072965484379,9.37864424258525,9.96567124737992,9.81776726131477,9.94745307113612,10.1408601249876,9.61630846170469,9.60884887243027,9.58423383867929,9.36976518940283,9.00657809367265,8.38218043063623,7.72103264767393,8.06128144646434,7.91182860265874,7.07982839106762,6.94395663386317
Germany,DEU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,83.6175092899349,83.6009676624179,83.2737787331121,82.9391601509415,82.2218793344823,81.3900776296437,80.6716583069331,80.5058880958319,79.9104868875012,79.3162024847903,78.9137435234329,79.9147448510039,79.8734282244706,80.1391869348281,79.3957288542964,79.6280369964341,0,0,0,0,0,0,0,0,..
Germany,DEU,"Mammal species, threatened",EN.MAM.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,7,..,..
Germany,DEU,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,37.9,37.4,37.4,37.8,37.8,37.8,37.4,37.8,37.5,37.6,37.6,39.3
Germany,DEU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,38.9,38.5,38.5,38.8,38.8,38.8,38.5,38.8,38.5,38.7,38.7,40.1
Germany,DEU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.7,3.9,4.4,5.4,6.3,7.3,8.6,10.5,10.2,10.7,11.6,12.5,13.6,13.6,14,14.6,14.2,15.2,16,17.1,18.5,17.6,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 01/28/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
